mo_id,case_id,target_type,target_value,time_window,day_or_night,duration,entry_method,approach_method,tool_type,weapon_or_tool_refs,vehicle_type,transport_pattern,concealment_indicators,action_sequence,victim_interaction,escape_method,route_indicators,team_size,role_structure,targeted_property_category,mo_embedding,synthetic_demo_record
MO_0521,521,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0522,522,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0523,523,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0524,524,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0525,525,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0526,526,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0527,527,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0528,528,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0529,529,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0530,530,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0531,531,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0532,532,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0533,533,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0534,534,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0535,535,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0536,536,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0537,537,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0538,538,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0539,539,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0540,540,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0541,541,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0542,542,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0543,543,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0544,544,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0545,545,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0546,546,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0547,547,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0548,548,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0549,549,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0550,550,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0551,551,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0552,552,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0553,553,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0554,554,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0555,555,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0556,556,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0557,557,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0558,558,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0559,559,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0560,560,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0561,561,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0562,562,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0563,563,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
